title,avg_rating,num_ratings
Who Framed Roger Rabbit? (1988),3.5721649484536084,679
"Goonies, The (1985)",3.5701754385964914,285
Mulan (1998),3.566666666666667,315
"Notebook, The (2004)",3.5657894736842106,76
Pitch Black (2000),3.5641025641025643,117
Iron Man 3 (2013),3.5625,128
Desperado (1995),3.5606060606060606,198
Midnight in Paris (2011),3.56,75
Brokeback Mountain (2005),3.5588235294117645,68
"Devil Wears Prada, The (2006)",3.5588235294117645,68
Jacob's Ladder (1990),3.5576923076923075,52
Die Hard: With a Vengeance (1995),3.5555555555555554,432
"Mariachi, El (1992)",3.5555555555555554,72
Pride & Prejudice (2005),3.5555555555555554,54
Moonstruck (1987),3.5555555555555554,54
"Nightmare Before Christmas, The (1993)",3.553763440860215,372
50 First Dates (2004),3.5531914893617023,94
Chicken Run (2000),3.551282051282051,234
First Blood (Rambo: First Blood) (1982),3.55,120
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",3.5476190476190474,63
For Your Eyes Only (1981),3.5476190476190474,63
"40-Year-Old Virgin, The (2005)",3.5472972972972974,148
Captain America: The First Avenger (2011),3.546875,160
Dave (1993),3.5460526315789473,152
Meet the Robinsons (2007),3.5454545454545454,66
Heavy Metal (1981),3.5454545454545454,165
Rob Roy (1995),3.5454545454545454,176
Rushmore (1998),3.544642857142857,112
"Dark Crystal, The (1982)",3.5441176470588234,68
Rumble in the Bronx (Hont faan kui) (1995),3.5434782608695654,184
"Piano, The (1993)",3.540983606557377,122
Spider-Man (2002),3.540983606557377,488
Private Parts (1997),3.5384615384615383,52
Disclosure (1994),3.5384615384615383,104
Mission: Impossible (1996),3.537037037037037,648
"People vs. Larry Flynt, The (1996)",3.537037037037037,54
Austin Powers: International Man of Mystery (1997),3.535,300
"Firm, The (1993)",3.5346534653465347,202
Corpse Bride (2005),3.534090909090909,220
Cloudy with a Chance of Meatballs (2009),3.5294117647058822,68
"Jungle Book, The (1994)",3.5294117647058822,102
Speed (1994),3.5292397660818713,513
Erin Brockovich (2000),3.5285714285714285,70
10 Things I Hate About You (1999),3.5277777777777777,108
Stir of Echoes (1999),3.5277777777777777,54
"Whole Nine Yards, The (2000)",3.5238095238095237,84
Zack and Miri Make a Porno (2008),3.5238095238095237,63
Ronin (1998),3.5232558139534884,129
Chocolat (2000),3.521276595744681,94
Road to Perdition (2002),3.520408163265306,98
House of Flying Daggers (Shi mian mai fu) (2004),3.52,75
Four Weddings and a Funeral (1994),3.5194174757281553,206
"Transporter, The (2002)",3.519230769230769,52
Avengers: Age of Ultron (2015),3.5185185185185186,81
Quiz Show (1994),3.5185185185185186,81
Gangs of New York (2002),3.518181818181818,110
Field of Dreams (1989),3.517857142857143,168
"Bug's Life, A (1998)",3.516304347826087,368
Patriot Games (1992),3.5161290322580645,124
Thor (2011),3.514705882352941,170
Robin Hood (1973),3.513888888888889,180
Enemy at the Gates (2001),3.5125,80
Iron Man 2 (2010),3.5106382978723403,235
Super Size Me (2004),3.51,150
Zoolander (2001),3.509259259259259,54
From Dusk Till Dawn (1996),3.5090909090909093,220
Wedding Crashers (2005),3.5086206896551726,116
Pirates of the Caribbean: Dead Man's Chest (2006),3.5069444444444446,216
Back to the Future Part II (1989),3.5057471264367814,261
Underworld (2003),3.5,99
"Man in the Iron Mask, The (1998)",3.5,75
Diamonds Are Forever (1971),3.5,63
Tropic Thunder (2008),3.5,132
Maverick (1994),3.5,222
Kingdom of Heaven (2005),3.5,68
Babel (2006),3.5,62
Jackass: The Movie (2002),3.5,51
JFK (1991),3.5,93
"History of Violence, A (2005)",3.5,108
Fallen (1998),3.5,60
Fried Green Tomatoes (1991),3.5,90
My Best Friend's Wedding (1997),3.5,80
Ghost World (2001),3.5,68
True Lies (1994),3.497191011235955,890
GoldenEye (1995),3.496212121212121,396
Get Shorty (1995),3.49438202247191,267
"Birdcage, The (1996)",3.494186046511628,86
Enemy of the State (1998),3.4925373134328357,134
"I, Robot (2004)",3.4918032786885247,244
Cinderella (1950),3.488095238095238,210
"Girl with the Dragon Tattoo, The (2011)",3.488095238095238,84
Men in Black (a.k.a. MIB) (1997),3.487878787878788,495
Burn After Reading (2008),3.4871794871794872,117
Man on the Moon (1999),3.4871794871794872,78
Mad Max (1979),3.486842105263158,114
"Life Aquatic with Steve Zissou, The (2004)",3.4864864864864864,111
Mystery Science Theater 3000: The Movie (1996),3.486111111111111,72
Pretty Woman (1990),3.4851851851851854,270
K-PAX (2001),3.484848484848485,132
Ocean's Thirteen (2007),3.484848484848485,66
I Am Legend (2007),3.4838709677419355,310
Pleasantville (1998),3.4836065573770494,183
Spaceballs (1987),3.483050847457627,118
Spy Game (2001),3.4814814814814814,108
Unbreakable (2000),3.4794520547945207,146
Bedknobs and Broomsticks (1971),3.4791666666666665,72
Thunderball (1965),3.4791666666666665,72
Sneakers (1992),3.4782608695652173,230
French Kiss (1995),3.477777777777778,135
Star Trek IV: The Voyage Home (1986),3.4767441860465116,129
Fast Times at Ridgemont High (1982),3.4761904761904763,126
"Secret of NIMH, The (1982)",3.4761904761904763,84
"Abyss, The (1989)",3.475806451612903,248
Sleepy Hollow (1999),3.475806451612903,248
Wayne's World (1992),3.4754098360655736,61
Soylent Green (1973),3.473684210526316,76
"Hard Day's Night, A (1964)",3.473684210526316,57
Beetlejuice (1988),3.4725274725274726,182
The Man from U.N.C.L.E. (2015),3.4722222222222223,54
Sleepless in Seattle (1993),3.4716981132075473,318
Constantine (2005),3.4714285714285715,140
"20,000 Leagues Under the Sea (1954)",3.4705882352941178,51
While You Were Sleeping (1995),3.4693877551020407,196
Team America: World Police (2004),3.46875,128
Brave (2012),3.466666666666667,120
"League of Their Own, A (1992)",3.466666666666667,90
Dracula (Bram Stoker's Dracula) (1992),3.4655172413793105,116
Mighty Aphrodite (1995),3.4642857142857144,84
Thelma & Louise (1991),3.4634146341463414,123
Rise of the Planet of the Apes (2011),3.462962962962963,108
Eyes Wide Shut (1999),3.4622641509433962,159
Interview with the Vampire: The Vampire Chronicles (1994),3.458715596330275,218
Tarzan (1999),3.4583333333333335,96
Quantum of Solace (2008),3.4571428571428573,105
"Frighteners, The (1996)",3.4565217391304346,69
Harold and Kumar Go to White Castle (2004),3.4558823529411766,68
Notting Hill (1999),3.455357142857143,112
Chitty Chitty Bang Bang (1968),3.4545454545454546,55
Romancing the Stone (1984),3.4537037037037037,216
I.Q. (1994),3.453488372093023,86
Keeping the Faith (2000),3.4523809523809526,63
Hercules (1997),3.4516129032258065,155
Pinocchio (1940),3.45,240
Gone Baby Gone (2007),3.45,60
James and the Giant Peach (1996),3.4489795918367347,245
Escape from New York (1981),3.448717948717949,156
"Patriot, The (2000)",3.448529411764706,204
Independence Day (a.k.a. ID4) (1996),3.4455445544554455,808
Futurama: Bender's Game (2008),3.4444444444444446,54
Kung Fu Panda (2008),3.4444444444444446,270
"Spy Who Loved Me, The (1977)",3.4444444444444446,54
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",3.443548387096774,186
Match Point (2005),3.4411764705882355,51
"X-Files: Fight the Future, The (1998)",3.4404761904761907,210
"Crying Game, The (1992)",3.4404761904761907,126
Happy Gilmore (1996),3.4393939393939394,99
Pirates of the Caribbean: At World's End (2007),3.4375,224
Ender's Game (2013),3.4375,64
"Sandlot, The (1993)",3.4375,72
Red Dragon (2002),3.435483870967742,93
The Hunger Games (2012),3.435185185185185,270
Ghost (1990),3.4347826086956523,575
Dune (1984),3.4324324324324325,74
Jumanji (1995),3.4318181818181817,330
101 Dalmatians (One Hundred and One Dalmatians) (1961),3.4318181818181817,132
Star Wars: Episode III - Revenge of the Sith (2005),3.4294871794871793,234
Over the Hedge (2006),3.4285714285714284,56
"Darjeeling Limited, The (2007)",3.4285714285714284,63
Batman (1989),3.4285714285714284,567
Broadcast News (1987),3.4285714285714284,84
Snowpiercer (2013),3.4285714285714284,63
Troy (2004),3.4270833333333335,192
Grindhouse (2007),3.425925925925926,135
Cube (1997),3.425925925925926,108
Outbreak (1995),3.4257425742574257,404
Poltergeist (1982),3.425531914893617,94
"Little Mermaid, The (1989)",3.425373134328358,335
Holes (2003),3.425,80
U-571 (2000),3.4242424242424243,99
Suicide Kings (1997),3.423076923076923,65
Dunkirk (2017),3.423076923076923,52
Payback (1999),3.422222222222222,90
Tootsie (1982),3.421875,64
Vanilla Sky (2001),3.4204545454545454,176
"Hitchhiker's Guide to the Galaxy, The (2005)",3.4204545454545454,132
"Wedding Singer, The (1998)",3.419642857142857,112
Meet the Parents (2000),3.4175824175824174,91
Westworld (1973),3.4166666666666665,72
Frequency (2000),3.4166666666666665,72
"World's End, The (2013)",3.4166666666666665,54
Titanic (1997),3.414285714285714,280
Titan A.E. (2000),3.413793103448276,145
"American Werewolf in London, An (1981)",3.4130434782608696,69
The Devil's Advocate (1997),3.411764705882353,153
"Aristocats, The (1970)",3.411111111111111,90
Now You See Me (2013),3.409090909090909,66
Sleeping Beauty (1959),3.409090909090909,66
Live Free or Die Hard (2007),3.40625,128
"Naked Gun: From the Files of Police Squad!, The (1988)",3.4047619047619047,168
Die Hard 2 (1990),3.4044117647058822,204
Mallrats (1995),3.4027777777777777,72
Beverly Hills Cop (1984),3.402173913043478,184
School of Rock (2003),3.4015151515151514,132
Lady and the Tramp (1955),3.4,220
King Kong (2005),3.4,200
Legends of the Fall (1994),3.3970588235294117,272
Star Trek: Generations (1994),3.3935185185185186,324
Bolt (2008),3.388888888888889,90
Mrs. Doubtfire (1993),3.388888888888889,288
Clue (1985),3.388888888888889,72
"Truth About Cats & Dogs, The (1996)",3.3879310344827585,116
"Client, The (1994)",3.3859649122807016,171
Dumbo (1941),3.3857142857142857,140
"Fly, The (1986)",3.383720930232558,172
City of Angels (1998),3.3823529411764706,51
American Pie (1999),3.378640776699029,206
Hellboy (2004),3.3780487804878048,164
Cars (2006),3.3780487804878048,123
Executive Decision (1996),3.3780487804878048,123
Gremlins (1984),3.3780487804878048,82
Alice in Wonderland (1951),3.375,200
Stargate (1994),3.375,420
"Wolverine, The (2013)",3.375,64
Madagascar (2005),3.375,160
RoboCop (1987),3.3714285714285714,350
Rush Hour 2 (2001),3.370967741935484,62
City Slickers (1991),3.370967741935484,62
Patch Adams (1998),3.3703703703703702,54
Face/Off (1997),3.3701298701298703,308
Back to the Future Part III (1990),3.3693181818181817,352
Dirty Dancing (1987),3.369047619047619,126
Bambi (1942),3.3684210526315788,114
Bad Santa (2003),3.3653846153846154,52
Young Sherlock Holmes (1985),3.3636363636363638,66
Blade (1998),3.3620689655172415,174
Hook (1991),3.358490566037736,159
X-Men: The Last Stand (2006),3.355769230769231,156
"Godfather: Part III, The (1990)",3.3555555555555556,180
"Island, The (2005)",3.3548387096774195,93
Final Fantasy: The Spirits Within (2001),3.3548387096774195,124
"Matrix Reloaded, The (2003)",3.3541666666666665,480
Cloverfield (2008),3.3518518518518516,108
"Negotiator, The (1998)",3.35,150
Anastasia (1997),3.35,100
Carrie (1976),3.3472222222222223,144
Transformers (2007),3.3461538461538463,156
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),3.3461538461538463,65
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),3.3461538461538463,52
Star Trek VI: The Undiscovered Country (1991),3.3452380952380953,126
Air Force One (1997),3.3448275862068964,116
Atlantis: The Lost Empire (2001),3.3421052631578947,76
Nurse Betty (2000),3.3421052631578947,95
"Knight's Tale, A (2001)",3.341463414634146,123
"Rocky Horror Picture Show, The (1975)",3.3412698412698414,252
Tron (1982),3.34,150
A.I. Artificial Intelligence (2001),3.3392857142857144,168
Ransom (1996),3.3378378378378377,74
Willow (1988),3.3375,120
Phenomenon (1996),3.3369565217391304,92
"Talented Mr. Ripley, The (1999)",3.336734693877551,147
Little Shop of Horrors (1986),3.3333333333333335,117
We Were Soldiers (2002),3.3333333333333335,54
"World Is Not Enough, The (1999)",3.3333333333333335,117
Ladyhawke (1985),3.3333333333333335,54
Starship Troopers (1997),3.33125,160
"Hunchback of Notre Dame, The (1996)",3.3297872340425534,235
Courage Under Fire (1996),3.3275862068965516,116
Muppet Treasure Island (1996),3.326923076923077,104
Licence to Kill (1989),3.325,60
Kung Fu Panda 2 (2011),3.323529411764706,102
Devil in a Blue Dress (1995),3.3214285714285716,56
Twister (1996),3.321138211382114,492
"Terminal, The (2004)",3.3191489361702127,141
"Long Kiss Goodnight, The (1996)",3.3181818181818183,99
So I Married an Axe Murderer (1993),3.317073170731707,123
Bruce Almighty (2003),3.316901408450704,284
To Die For (1995),3.3125,96
Elysium (2013),3.3125,64
WarGames (1983),3.3095238095238093,63
Thor: The Dark World (2013),3.3095238095238093,84
Dead Men Don't Wear Plaid (1982),3.3055555555555554,54
"Chronicles of Riddick, The (2004)",3.3043478260869565,69
Insomnia (2002),3.303030303030303,165
Top Gun (1986),3.3012048192771086,166
Déjà Vu (Deja Vu) (2006),3.3,60
Oblivion (2013),3.3,80
Bend It Like Beckham (2002),3.3,120
21 Grams (2003),3.3,125
"Thin Red Line, The (1998)",3.3,105
Prometheus (2012),3.2962962962962963,108
Man of Steel (2013),3.2954545454545454,110
Clueless (1995),3.293269230769231,208
Ocean's Twelve (2004),3.2906976744186047,172
"Addams Family, The (1991)",3.289473684210526,114
Yellow Submarine (1968),3.2857142857142856,70
Starsky & Hutch (2004),3.2857142857142856,84
Cop Land (1997),3.28125,64
Mr. & Mrs. Smith (2005),3.2796610169491527,236
Men in Black III (M.III.B.) (M.I.B.³) (2012),3.2777777777777777,72
How to Lose a Guy in 10 Days (2003),3.2758620689655173,58
That Thing You Do! (1996),3.2738095238095237,84
Matilda (1996),3.272727272727273,99
Mad Max Beyond Thunderdome (1985),3.2708333333333335,72
Bulworth (1998),3.2708333333333335,72
Cocoon (1985),3.2674418604651163,86
My Big Fat Greek Wedding (2002),3.2666666666666666,120
Lost Highway (1997),3.264705882352941,102
On Her Majesty's Secret Service (1969),3.264705882352941,68
Angels & Demons (2009),3.264705882352941,68
National Treasure (2004),3.263157894736842,190
My Cousin Vinny (1992),3.26271186440678,59
"Three Musketeers, The (1993)",3.262295081967213,244
Star Trek III: The Search for Spock (1984),3.261904761904762,126
Rush Hour (1998),3.261904761904762,168
Jurassic World (2015),3.260869565217391,115
Grumpier Old Men (1995),3.2596153846153846,104
Conan the Barbarian (1982),3.2580645161290325,93
"Rocketeer, The (1991)",3.2564102564102564,117
Talladega Nights: The Ballad of Ricky Bobby (2006),3.25,56
Strange Days (1995),3.25,168
Machete (2010),3.25,60
"River Wild, The (1994)",3.25,80
Behind Enemy Lines (2001),3.25,60
"Amazing Spider-Man, The (2012)",3.25,120
Terminator Salvation (2009),3.25,72
Bad Boys (1995),3.2450980392156863,255
Antz (1998),3.2444444444444445,225
Pretty in Pink (1986),3.242424242424242,99
Night at the Museum (2006),3.239130434782609,92
Tron: Legacy (2010),3.236842105263158,76
"Indian in the Cupboard, The (1995)",3.235294117647059,102
Natural Born Killers (1994),3.233695652173913,276
Pirates of the Caribbean: On Stranger Tides (2011),3.2291666666666665,96
Logan's Run (1976),3.2291666666666665,72
Hackers (1995),3.2285714285714286,140
Copycat (1995),3.2222222222222223,180
Gone in 60 Seconds (2000),3.221311475409836,122
"Running Man, The (1987)",3.2205882352941178,68
Ice Age 2: The Meltdown (2006),3.217391304347826,92
"Saint, The (1997)",3.216666666666667,120
Once Upon a Time in Mexico (2003),3.2142857142857144,56
"View to a Kill, A (1985)",3.2142857142857144,63
Shanghai Knights (2003),3.210526315789474,57
Freaky Friday (2003),3.2083333333333335,72
Flight of the Navigator (1986),3.2083333333333335,72
Blade II (2002),3.2058823529411766,102
Working Girl (1988),3.2045454545454546,66
"Santa Clause, The (1994)",3.2037037037037037,243
"Ring, The (2002)",3.202127659574468,141
What Lies Beneath (2000),3.2,75
"Ninth Gate, The (1999)",3.2,60
Scream (1996),3.2,280
Austin Powers: The Spy Who Shagged Me (1999),3.1983471074380163,363
"Rescuers, The (1977)",3.1923076923076925,65
"Village, The (2004)",3.1923076923076925,78
Rocky II (1979),3.1923076923076925,52
Basic Instinct (1992),3.1914893617021276,141
13 Going on 30 (2004),3.1904761904761907,63
Sabrina (1995),3.185185185185185,108
"Mask, The (1994)",3.1847133757961785,628
Saw (2004),3.1818181818181817,99
All Dogs Go to Heaven 2 (1996),3.1818181818181817,66
Lethal Weapon 2 (1989),3.1808510638297873,188
"Corrina, Corrina (1994)",3.176470588235294,51
Crocodile Dundee (1986),3.175438596491228,114
Tin Cup (1996),3.1744186046511627,129
About Schmidt (2002),3.173076923076923,52
"Incredible Hulk, The (2008)",3.1714285714285713,70
"Perfect Storm, The (2000)",3.1704545454545454,88
"American Tail, An (1986)",3.1666666666666665,72
Signs (2002),3.1666666666666665,189
"Adjustment Bureau, The (2011)",3.1666666666666665,63
Minions (2015),3.1666666666666665,60
Hitch (2005),3.1666666666666665,90
Scrooged (1988),3.1666666666666665,72
Jay and Silent Bob Strike Back (2001),3.161764705882353,68
Lemony Snicket's A Series of Unfortunate Events (2004),3.16,100
1408 (2007),3.16,75
Star Wars: Episode II - Attack of the Clones (2002),3.157608695652174,368
Wolf (1994),3.15625,64
Legally Blonde (2001),3.15625,128
Starman (1984),3.1538461538461537,52
Aladdin and the King of Thieves (1996),3.1538461538461537,78
"Matrix Revolutions, The (2003)",3.151898734177215,395
Star Trek: Insurrection (1998),3.1515151515151514,132
Shanghai Noon (2000),3.1511627906976742,172
Alien³ (a.k.a. Alien 3) (1992),3.148936170212766,188
"Rundown, The (2003)",3.1470588235294117,51
"A-Team, The (2010)",3.1470588235294117,51
Pocahontas (1995),3.1470588235294117,340
War of the Worlds (2005),3.1470588235294117,204
Along Came a Spider (2001),3.1470588235294117,68
Phone Booth (2002),3.140625,64
Grease (1978),3.139705882352941,204
"Bourne Legacy, The (2012)",3.138888888888889,90
What Women Want (2000),3.138888888888889,108
"Polar Express, The (2004)",3.1363636363636362,55
¡Three Amigos! (1986),3.1346153846153846,52
Moonraker (1979),3.1346153846153846,104
Death Proof (2007),3.1346153846153846,130
"Lord of the Rings, The (1978)",3.1333333333333333,60
Hot Shots! (1991),3.1333333333333333,60
Robin Hood: Men in Tights (1993),3.130434782608696,69
"Family Man, The (2000)",3.130434782608696,69
Powder (1995),3.125,56
"Da Vinci Code, The (2006)",3.122448979591837,147
"Mummy, The (1999)",3.1206896551724137,522
You've Got Mail (1998),3.12,100
Splash (1984),3.1176470588235294,153
Alien Nation (1988),3.1153846153846154,52
Kiss the Girls (1997),3.1153846153846154,52
Weird Science (1985),3.1136363636363638,66
"Arrival, The (1996)",3.1136363636363638,66
"Golden Compass, The (2007)",3.111111111111111,54
Eraser (1996),3.109375,192
Star Wars: Episode I - The Phantom Menace (1999),3.107142857142857,420
Star Trek: Nemesis (2002),3.1052631578947367,76
Midnight in the Garden of Good and Evil (1997),3.1041666666666665,72
Swordfish (2001),3.1029411764705883,102
Addams Family Values (1993),3.1011904761904763,252
"Mask of Zorro, The (1998)",3.1,180
Young Guns (1988),3.1,75
Fatal Attraction (1987),3.0972222222222223,72
"Poseidon Adventure, The (1972)",3.0952380952380953,63
Mars Attacks! (1996),3.0930232558139537,258
Demolition Man (1993),3.0925925925925926,243
Dragonheart (1996),3.0923076923076924,195
Oliver & Company (1988),3.090909090909091,55
Mystery Men (1999),3.08974358974359,117
"Mummy Returns, The (2001)",3.088888888888889,180
"Me, Myself & Irene (2000)",3.0869565217391304,92
First Knight (1995),3.0833333333333335,162
Resident Evil (2002),3.0833333333333335,120
Fletch (1985),3.0833333333333335,72
Romeo Must Die (2000),3.0833333333333335,72
Superman Returns (2006),3.08,100
"Specialist, The (1994)",3.0789473684210527,114
"Mothman Prophecies, The (2002)",3.076923076923077,65
Solaris (2002),3.075,60
Bill & Ted's Bogus Journey (1991),3.075,80
101 Dalmatians (1996),3.074468085106383,141
X-Men: Apocalypse (2016),3.0714285714285716,56
Deep Impact (1998),3.0697674418604652,129
"Fast and the Furious, The (2001)",3.066666666666667,135
Tomorrow Never Dies (1997),3.066666666666667,135
"Beach, The (2000)",3.0625,64
Naked Gun 33 1/3: The Final Insult (1994),3.060344827586207,116
Dumb & Dumber (Dumb and Dumber) (1994),3.0601503759398496,266
Spectre (2015),3.0588235294117645,51
It Could Happen to You (1994),3.0588235294117645,51
"Expendables, The (2010)",3.0588235294117645,51
Miss Congeniality (2000),3.0546875,128
Armageddon (1998),3.0543478260869565,368
Sweet Home Alabama (2002),3.0535714285714284,56
"Day After Tomorrow, The (2004)",3.05,250
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3.0454545454545454,99
"Cell, The (2000)",3.0444444444444443,135
Terminator 3: Rise of the Machines (2003),3.0444444444444443,135
Star Trek: The Motion Picture (1979),3.0444444444444443,90
Ace Ventura: Pet Detective (1994),3.040372670807453,161
"Net, The (1995)",3.0401785714285716,336
Tequila Sunrise (1988),3.0384615384615383,52
"Princess Diaries, The (2001)",3.037037037037037,81
Evolution (2001),3.037037037037037,54
Cliffhanger (1993),3.0346534653465347,303
Hancock (2008),3.0344827586206895,145
Con Air (1997),3.0338983050847457,177
Liar Liar (1997),3.0337837837837838,74
Shallow Hal (2001),3.032258064516129,93
"Craft, The (1996)",3.032258064516129,124
Sister Act (1992),3.0277777777777777,72
World War Z (2013),3.026315789473684,76
Double Jeopardy (1999),3.026315789473684,76
Robots (2005),3.026315789473684,133
"Peacemaker, The (1997)",3.025,60
Bridget Jones: The Edge of Reason (2004),3.025,60
Batman Returns (1992),3.025,120
Shrek the Third (2007),3.0238095238095237,105
Broken Arrow (1996),3.0238095238095237,252
U.S. Marshals (1998),3.0217391304347827,69
Superman II (1980),3.020408163265306,98
Robin Hood: Prince of Thieves (1991),3.017857142857143,56
Wild Things (1998),3.0161290322580645,124
"Nightmare on Elm Street, A (1984)",3.0,54
"Goofy Movie, A (1995)",3.0,68
Jumper (2008),3.0,90
Spider-Man 3 (2007),3.0,220
"Green Hornet, The (2011)",3.0,66
Ghostbusters II (1989),3.0,141
Teenage Mutant Ninja Turtles (1990),3.0,125
Charlie and the Chocolate Factory (2005),3.0,305
Divergent (2014),3.0,72
Home Alone (1990),2.9956896551724137,232
Entrapment (1999),2.988372093023256,86
Click (2006),2.9782608695652173,115
Pearl Harbor (2001),2.9651162790697674,172
King Arthur (2004),2.9615384615384617,52
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),2.959016393442623,183
Never Been Kissed (1999),2.9583333333333335,72
"Quick and the Dead, The (1995)",2.953125,96
Homeward Bound: The Incredible Journey (1993),2.95,60
Spy Kids (2001),2.9464285714285716,112
Mary Shelley's Frankenstein (Frankenstein) (1994),2.9464285714285716,84
8MM (1999),2.9444444444444446,54
Conspiracy Theory (1997),2.941860465116279,172
Event Horizon (1997),2.94,75
Hannibal (2001),2.9358974358974357,78
Beavis and Butt-Head Do America (1996),2.935483870967742,124
Lethal Weapon 3 (1992),2.9347826086956523,184
Last Action Hero (1993),2.9339622641509435,212
"General's Daughter, The (1999)",2.933333333333333,60
Resident Evil: Apocalypse (2004),2.9285714285714284,56
Final Destination (2000),2.9285714285714284,70
Die Another Day (2002),2.925925925925926,81
"Pelican Brief, The (1993)",2.923076923076923,65
Alien: Resurrection (1997),2.922222222222222,135
Escape from L.A. (1996),2.9204545454545454,176
Scary Movie (2000),2.92,100
Scream 2 (1997),2.9193548387096775,124
Batman Forever (1995),2.9160583941605838,548
Waterworld (1995),2.9130434782608696,345
Paycheck (2003),2.911764705882353,51
Predator 2 (1990),2.9047619047619047,63
"13th Warrior, The (1999)",2.9038461538461537,78
Lara Croft: Tomb Raider (2001),2.9,80
Space Cowboys (2000),2.891304347826087,92
"Shadow, The (1994)",2.888888888888889,72
Dick Tracy (1990),2.8846153846153846,52
Prince of Persia: The Sands of Time (2010),2.8846153846153846,65
Bad Boys II (2003),2.8823529411764706,68
Chain Reaction (1996),2.8823529411764706,51
Kindergarten Cop (1990),2.8823529411764706,68
Mulholland Falls (1996),2.880952380952381,63
Congo (1995),2.8771929824561404,228
Alice in Wonderland (2010),2.875,84
Beverly Hills Cop II (1987),2.8684210526315788,76
Hot Shots! Part Deux (1993),2.8666666666666667,180
X-Men Origins: Wolverine (2009),2.8653846153846154,78
"Time Machine, The (2002)",2.8636363636363638,66
"Bodyguard, The (1992)",2.859375,96
Blade: Trinity (2004),2.857142857142857,56
Under Siege (1992),2.8541666666666665,72
Scooby-Doo (2002),2.8529411764705883,85
Forever Young (1992),2.8518518518518516,81
Lethal Weapon 4 (1998),2.8484848484848486,132
Jurassic Park III (2001),2.8472222222222223,144
Austin Powers in Goldmember (2002),2.8461538461538463,65
She's All That (1999),2.8448275862068964,58
Stuart Little (1999),2.8421052631578947,57
Virtuosity (1995),2.8421052631578947,57
Runaway Bride (1999),2.8333333333333335,84
Small Soldiers (1998),2.8333333333333335,72
Indiana Jones and the Kingdom of the Crystal Skull (2008),2.8333333333333335,156
Junior (1994),2.8285714285714287,70
Tank Girl (1995),2.823529411764706,102
AVP: Alien vs. Predator (2004),2.823529411764706,68
Nine Months (1995),2.8229166666666665,96
Arachnophobia (1990),2.811320754716981,106
"Jewel of the Nile, The (1985)",2.8095238095238093,84
Casper (1995),2.806451612903226,124
"Cable Guy, The (1996)",2.8055555555555554,108
"6th Day, The (2000)",2.8,60
"Blair Witch Project, The (1999)",2.796875,192
Deep Blue Sea (1999),2.7758620689655173,116
"Karate Kid, Part II, The (1986)",2.7758620689655173,87
Babe: Pig in the City (1998),2.7758620689655173,87
"Lawnmower Man, The (1992)",2.7708333333333335,96
xXx (2002),2.7708333333333335,72
Snake Eyes (1998),2.7666666666666666,60
Pete's Dragon (1977),2.7666666666666666,60
Fantastic Four (2005),2.763888888888889,108
Reality Bites (1994),2.761904761904762,63
Hocus Pocus (1993),2.760869565217391,92
"Honey, I Shrunk the Kids (1989)",2.7573529411764706,340
"Lost World: Jurassic Park, The (1997)",2.753731343283582,268
Maleficent (2014),2.75,64
Planet of the Apes (2001),2.7448979591836733,196
Coyote Ugly (2000),2.7413793103448274,87
"Island of Dr. Moreau, The (1996)",2.740740740740741,54
"Nutty Professor, The (1996)",2.731707317073171,328
Ace Ventura: When Nature Calls (1995),2.727272727272727,88
"Dude, Where's My Car? (2000)",2.727272727272727,66
Charlie's Angels (2000),2.7222222222222223,144
Reign of Fire (2002),2.7222222222222223,54
Beverly Hills Cop III (1994),2.7203389830508473,236
"Golden Child, The (1986)",2.71875,80
Mission: Impossible II (2000),2.7142857142857144,231
King Kong (1976),2.7142857142857144,70
Days of Thunder (1990),2.710526315789474,57
Van Helsing (2004),2.7083333333333335,96
Space Jam (1996),2.707547169811321,318
Rocky IV (1985),2.706896551724138,58
"10,000 BC (2008)",2.7058823529411766,51
All Dogs Go to Heaven (1989),2.7,75
End of Days (1999),2.7,75
"Postman, The (1997)",2.6923076923076925,52
Happy Feet (2006),2.6818181818181817,55
Johnny Mnemonic (1995),2.6792452830188678,159
Scream 3 (2000),2.6724137931034484,116
Judge Dredd (1995),2.6693548387096775,186
Species (1995),2.6666666666666665,90
Desperately Seeking Susan (1985),2.6666666666666665,72
Star Trek V: The Final Frontier (1989),2.6666666666666665,60
Where the Wild Things Are (2009),2.6666666666666665,60
Rambo: First Blood Part II (1985),2.6578947368421053,57
Shaft (2000),2.6578947368421053,57
"Mighty Ducks, The (1992)",2.6538461538461537,52
Lara Croft Tomb Raider: The Cradle of Life (2003),2.6470588235294117,85
City Slickers II: The Legend of Curly's Gold (1994),2.6454545454545455,165
Snakes on a Plane (2006),2.642857142857143,56
RoboCop 2 (1990),2.64,100
Sky Captain and the World of Tomorrow (2004),2.638888888888889,54
Spawn (1997),2.6346153846153846,104
"Amityville Horror, The (1979)",2.6333333333333333,60
